cve_edo,Municipio,PD1,PD2,PD3,Total
11, SAN LUIS DE LA PAZ,0,8,23,31
11, SALAMANCA,26,49,140,215
11,SALVATIERRA,21,76,123,220
11,SAN FELIPE,11,14,11,36
11,SANTIAGO MARAVATIO,0,0,13,13
11,SILAO,7,15,38,60
11,SANTA CRUZ DE JUVENTINO ROSAS,16,61,134,211
11,TARANDACUAO,0,2,3,5
11,TARIMORO,9,8,6,23
11,URIANGATO,1,23,118,142
11,VALLE DE SANTIAGO,48,60,121,229
11,VICTORIA,0,1,4,5
11,VILLAGRAN,6,11,31,48
11,YURIRIA,20,9,58,87
12,ACAPULCO DE JUAREZ,6,4,3,13
12,AJUCHITLAN DEL PROGRESO,1,0,0,1
12,ALPOYECA,0,0,3,3
12,APAXTLA,0,2,1,3
12,ARCELIA,4,0,2,6
12,ATENANGO DEL RIO,1,0,0,1
12,ATOYAC DE ALVAREZ,49,4,1,54
12,AZOYU,4,1,0,5
12,BENITO JUAREZ,0,2,0,2
12,BUENAVISTA DE CUELLAR,0,1,0,1
12,CHILAPA DE ALVAREZ,7,12,2,21
12,CHILPANCINGO DE LOS BRAVO,4,5,4,13
12,COAHUAYUTLA DE JOSE MARIA IZAZAGA,49,3,0,52
12,COPALA,1,4,0,5
12,COPALILLO,2,0,0,2
12,COYUCA DE BENITEZ,2,4,1,7
12,COYUCA DE CATALAN,10,1,1,12
12,CUAJINICUILAPA,9,6,2,17
12,FLORENCIO VILLARREAL,0,3,0,3
12,GENERAL HELIODORO CASTILLO,2,0,0,2
12,HUAMUXTITLAN,2,0,0,2
12,HUITZUCO DE LOS FIGUEROA,3,6,0,9
12,IGUALA DE LA INDEPENDENCIA,13,6,43,62
12,IXCATEOPAN DE CUAUHTEMOC,0,1,0,1
12,ZIHUATANEJO DE AZUETA,7,8,0,15
12,LEONARDO BRAVO,0,7,0,7
12,MALINALTEPEC,3,0,0,3
12,OMETEPEC,2,0,0,2
12,PETATLAN,1,11,1,13
12,PUNGARABATO,13,3,3,19
12,SAN LUIS ACATLAN,4,0,0,4
12,SAN MARCOS,2,0,0,2
12,SAN MIGUEL TOTOLAPAN,0,0,1,1
12,TAXCO DE ALARCON,12,3,0,15
12,TECOANAPA,0,1,0,1
12,TECPAN DE GALEANA,18,5,1,24
12,TELOLOAPAN,6,0,0,6
12,TEPECOACUILCO DE TRUJANO,9,1,1,11
12,TIXTLA DE GUERRERO,3,1,0,4
12,TLACOACHISTLAHUACA,0,0,1,1
12,TLACOAPA,2,0,0,2
12,TLALCHAPA,3,1,0,4
12,TLAPA DE COMONFORT,2,1,8,11
12,TLAPEHUALA,1,0,0,1
12,LA UNION DE ISIDORO MONTES DE OCA,13,5,2,20
12,ZAPOTITLAN TABLAS,1,0,0,1
12,ZIRANDARO,1,2,0,3
12,EDUARDO NERI,3,2,0,5
12,JOSE JOAQUIN DE HERRERA,1,0,0,1
13,ACATLAN,0,11,1,12
13,ACAXOCHITLAN,6,9,0,15
13,ACTOPAN,8,2,4,14
13,AGUA BLANCA DE ITURBIDE,7,2,2,11
13,AJACUBA,2,0,0,2
13,ALFAJAYUCAN,4,0,6,10
13,ALMOLOYA,9,2,0,11
13,APAN,80,47,7,134
13,ATITALAQUIA,1,0,2,3
13,ATLAPEXCO,21,0,0,21
13,CALNALI,0,1,0,1
13,CHAPULHUACAN,2,0,0,2
13,CUAUTEPEC DE HINOJOSA,12,16,2,30
13,EMILIANO ZAPATA,24,3,2,29
13,EPAZOYUCAN,29,3,2,34
13,FRANCISCO I. MADERO,3,1,0,4
13,HUASCA DE OCAMPO,3,0,3,6
13,HUAUTLA,9,0,0,9
13,HUEJUTLA DE REYES,16,2,0,18
13,HUICHAPAN,5,4,1,10
13,IXMIQUILPAN,35,8,7,50
13,JALTOCAN,10,1,0,11
13,METEPEC,13,5,7,25
13,SAN AGUSTIN METZQUITITLAN,1,1,0,2
13,METZTITLAN,0,2,1,3
13,MINERAL DE LA REFORMA,248,17,5,270
13,MINERAL DEL CHICO,1,0,0,1
13,MINERAL DEL MONTE,1,0,0,1
13,MIXQUIAHUALA DE JUAREZ,8,2,9,19
13,NOPALA DE VILLAGRAN,0,0,2,2
13,SAN FELIPE ORIZATLAN,2,2,0,4
13,PACHUCA DE SOTO,12,2,13,27
13,PISAFLORES,1,0,0,1
13,PROGRESO DE OBREGON,1,0,2,3
13,SAN AGUSTIN TLAXIACA,28,0,0,28
13,SAN SALVADOR,1,0,1,2
13,SANTIAGO DE ANAYA,2,0,0,2
13,SANTIAGO TULANTEPEC DE LUGO GUERRERO,3,1,0,4
13,SINGUILUCAN,6,9,3,18
13,TASQUILLO,0,5,1,6
13,TECOZAUTLA,0,1,1,2
13,TENANGO DE DORIA,1,0,0,1
13,TEPEAPULCO,8,4,3,15
13,TEZONTEPEC DE ALDAMA,5,2,1,8
13,VILLA DE TEZONTEPEC,7,0,5,12
13,TIZAYUCA,5,0,15,20
13,TLANALAPA,0,2,0,2
13,TLAXCOAPAN,8,0,8,16
13,TOLCAYUCA,3,0,41,44
13,TULA DE ALLENDE,1,25,2,28
13,TULANCINGO DE BRAVO,25,17,38,80
13,ZAPOTLAN DE JUAREZ,41,0,2,43
13,ZEMPOALA,23,13,3,39
13,ZIMAPAN,0,0,5,5
14,ACATIC,3,4,147,154
14,ACATLAN DE JUAREZ,6,0,2,8
14,AHUALULCO DE MERCADO,56,6,7,69
14,AMACUECA,0,1,1,2
14,AMECA,613,214,103,930
14,SAN JUANITO DE ESCOBEDO,13,0,0,13
14,ARANDAS,3,135,100,238
14,EL ARENAL,2,0,3,5
14,ATEMAJAC DE BRIZUELA,5,4,0,9
14,ATENGO,3,4,3,10
14,ATENGUILLO,3,4,0,7
14,ATOTONILCO EL ALTO,18,167,71,256
14,AUTLAN DE NAVARRO,5,2,5,12
14,AYOTLAN,0,15,17,32
14,AYUTLA,1,0,1,2
14,LA BARCA,35,86,61,182
14,CABO CORRIENTES,0,1,0,1
14,CASIMIRO CASTILLO,1,2,5,8
14,CHAPALA,0,8,3,11
14,CHIQUILISTLAN,2,0,0,2
14,CIHUATLAN,3,0,3,6
14,ZAPOTLAN EL GRANDE,0,1,47,48
14,COCULA,39,5,1,45
14,COLOTLAN,0,0,1,1
14,CUAUTITLAN DE GARCIA BARRAGAN,2,5,3,10
14,CUAUTLA,1,0,0,1
14,CUQUIO,168,44,1,213
14,DEGOLLADO,2,3,1,6
14,ENCARNACION DE DIAZ,2,17,60,79
14,ETZATLAN,45,13,39,97
14,EL GRULLO,11,4,2,17
14,GUADALAJARA,3,83,115,201
14,HUEJUCAR,1,0,0,1
14,HUEJUQUILLA EL ALTO,5,0,2,7
14,LA HUERTA,1,2,0,3
14,IXTLAHUACAN DE LOS MEMBRILLOS,6,21,6,33
14,IXTLAHUACAN DEL RIO,59,17,20,96
14,JALOSTOTITLAN,13,13,3,29
14,JAMAY,14,4,9,27
14,JESUS MARIA,0,0,24,24
14,JILOTLAN DE LOS DOLORES,3,1,0,4
14,JOCOTEPEC,8,8,3,19
14,JUANACATLAN,0,3,2,5
14,LAGOS DE MORENO,10,31,23,64
14,EL LIMON,0,1,0,1
14,MAGDALENA,2,2,16,20
14,LA MANZANILLA DE LA PAZ,1,0,0,1
14,MASCOTA,3,1,1,5
14,MEZQUITIC,2,0,0,2
14,MEXTICACAN,0,1,0,1
14,OCOTLAN,11,18,21,50
14,OJUELOS DE JALISCO,1,1,1,3
14,PIHUAMO,17,12,1,30
14,PONCITLAN,10,24,31,65
14,VILLA PURIFICACION,13,0,0,13
14,QUITUPAN,2,1,0,3
14,SAN JUAN DE LOS LAGOS,15,136,54,205
14,GOMEZ FARIAS,1,0,0,1
14,EL SALTO,0,0,8,8
14,SAN JULIAN,9,3,1,13
14,SAN MARCOS,4,15,5,24
14,SAN MARTIN HIDALGO,57,23,7,87
14,SAN MIGUEL EL ALTO,3,1,3,7
14,SAN SEBASTIAN DEL OESTE,0,0,2,2
14,SAYULA,1,5,13,19
14,TALA,30,121,49,200
14,TAMAZULA DE GORDIANO,23,21,7,51
14,TAPALPA,6,1,0,7
14,TECALITLAN,4,3,1,8
14,TECOLOTLAN,1,8,0,9
14,TENAMAXTLAN,4,2,0,6
14,TEOCALTICHE,3,2,32,37
14,TEOCUITATLAN DE CORONA,0,0,1,1
14,TEPATITLAN DE MORELOS,8,6,53,67
14,TEQUILA,1,16,19,36
14,TEUCHITLAN,5,2,0,7
14,TLAJOMULCO DE ZUÑIGA,32,42,28,102
14,TLAQUEPAQUE,0,0,5,5
14,TOLIMAN,0,1,4,5
14,TOMATLAN,6,1,1,8
14,TONALA,1,0,2,3
14,TONILA,25,2,1,28
14,TOTOTLAN,6,18,98,122
14,TUXPAN,14,7,22,43
14,UNION DE SAN ANTONIO,26,2,5,33
14,UNION DE TULA,2,0,0,2
14,VALLE DE GUADALUPE,2,11,3,16
14,SAN GABRIEL,1,1,4,6
14,VILLA CORONA,2,2,0,4
14,VILLA GUERRERO,2,0,2,4
14,VILLA HIDALGO,0,1,0,1
14,ZACOALCO DE TORRES,0,3,5,8
14,ZAPOPAN,1,7,102,110
14,ZAPOTILTIC,11,5,40,56
14,ZAPOTITLAN DE VADILLO,15,2,0,17
14,ZAPOTLAN DEL REY,1,39,33,73
14,ZAPOTLANEJO,4,165,154,323
15,ACAMBAY,3,3,0,6
15,ACOLMAN,0,0,3,3
15,ACULCO,1,6,3,10
15,ALMOLOYA DE ALQUISIRAS,2,1,0,3
15,ALMOLOYA DE JUAREZ,8,11,3,22
15,ALMOLOYA DEL RIO,1,0,0,1
15,AMANALCO,1,4,0,5
15,AMATEPEC,1,1,0,2
15,AMECAMECA,1,0,30,31
15,APAXCO,0,2,0,2
15,ATENCO,1,0,3,4
15,ATIZAPAN,0,2,2,4
15,ATLACOMULCO,3,6,4,13
15,AXAPUSCO,0,3,1,4
15,AYAPANGO,0,3,1,4
15,CALIMAYA,0,3,5,8
15,CHALCO,0,9,12,21
15,CHAPA DE MOTA,0,0,1,1
15,CHICOLOAPAN,0,0,1,1
15,COATEPEC HARINAS,1,1,1,3
15,COYOTEPEC,0,2,0,2
15,CUAUTITLAN IZCALLI,1,2,25,28
15,DONATO GUERRA,1,2,1,4
15,ECATEPEC DE MORELOS,0,0,11,11
15,HUEHUETOCA,0,1,0,1
15,HUEYPOXTLA,0,3,2,5
15,HUIXQUILUCAN,0,2,6,8
15,IXTAPALUCA,1,7,2,10
15,IXTAPAN DE LA SAL,1,0,0,1
15,IXTLAHUACA,6,16,7,29
15,XALATLACO,0,6,1,7
15,JALTENCO,0,0,1,1
15,JILOTEPEC,4,4,1,9
15,JILOTZINGO,0,0,1,1
15,JIQUIPILCO,6,10,0,16
15,JOCOTITLAN,7,15,3,25
15,JOQUICINGO,0,1,1,2
15,JUCHITEPEC,0,6,4,10
15,MELCHOR OCAMPO,0,3,2,5
15,METEPEC,0,0,1,1
15,MORELOS,2,2,0,4
15,NAUCALPAN DE JUAREZ,0,0,18,18
15,NEZAHUALCOYOTL,0,0,6,6
15,NEXTLALPAN,0,0,1,1
15,NICOLAS ROMERO,0,1,2,3
15,NOPALTEPEC,0,1,0,1
15,OCOYOACAC,0,1,43,44
15,OCUILAN,2,1,0,3
15,EL ORO,0,4,0,4
15,OTUMBA,2,3,3,8
15,OTZOLOAPAN,0,2,0,2
15,OTZOLOTEPEC,1,4,0,5
15,OZUMBA,0,2,0,2
15,PAPALOTLA,0,0,4,4
15,LA PAZ,0,1,3,4
15,POLOTITLAN,0,3,0,3
15,RAYON,0,1,0,1
15,SAN ANTONIO LA ISLA,1,1,1,3
15,SAN FELIPE DEL PROGRESO,2,6,3,11
15,SAN MATEO ATENCO,1,1,0,2
15,SAN SIMON DE GUERRERO,1,0,1,2
15,TECAMAC,0,8,4,12
15,TEJUPILCO,1,1,0,2
15,TEMAMATLA,0,0,1,1
15,TEMASCALAPA,1,3,0,4
15,TEMASCALCINGO,1,2,0,3
15,TEMASCALTEPEC,1,4,4,9
15,TEMOAYA,2,2,3,7
15,TENANCINGO,8,11,2,21
15,TENANGO DEL AIRE,0,3,5,8
15,TENANGO DEL VALLE,2,7,6,15
15,TEOTIHUACAN,1,1,1,3
15,TEPETLAOXTOC,0,4,1,5
15,TEPOTZOTLAN,0,1,0,1
15,TEQUIXQUIAC,2,0,2,4
15,TEXCALTITLAN,1,4,1,6
15,TEXCALYACAC,0,1,0,1
15,TEXCOCO,128,2,37,167
15,TIANGUISTENCO,1,1,9,11
15,TIMILPAN,0,1,0,1
15,TLALMANALCO,0,4,0,4
15,TLALNEPANTLA DE BAZ,0,0,16,16
15,TLATLAYA,1,0,0,1
15,TOLUCA,1,9,82,92
15,TONATICO,1,0,1,2
15,TULTEPEC,0,1,0,1
15,TULTITLAN,0,0,21,21
15,VALLE DE BRAVO,0,2,3,5
15,VILLA DE ALLENDE,4,4,2,10
15,VILLA DEL CARBON,1,0,0,1
15,VILLA GUERRERO,1,2,6,9
15,VILLA VICTORIA,3,7,1,11
15,ZACAZONAPAN,0,1,0,1
15,ATIZAPAN DE ZARAGOZA,0,0,1,1
15,ZINACANTEPEC,6,43,4,53
15,ZUMPAHUACAN,0,0,2,2
15,ZUMPANGO,0,1,1,2
15,SAN JOSE DEL RINCON,6,8,3,17
16,ACUITZIO,2,0,1,3
16,AGUILILLA,0,1,2,3
16,ALVARO OBREGON,11,4,6,21
16,ANGAMACUTIRO,10,1,0,11
16,APATZINGAN,21,16,8,45
16,AQUILA,1,0,0,1
16,ARIO,4,4,11,19
16,BRISEÑAS,6,5,9,20
16,BUENAVISTA,23,15,0,38
16,CARACUARO,2,0,0,2
16,CHAVINDA,13,4,1,18
16,CHILCHOTA,0,14,1,15
16,CHURINTZIO,4,6,1,11
16,CHURUMUCO,0,2,0,2
16,COAHUAYANA,1,3,0,4
16,COALCOMAN DE VAZQUEZ PALLARES,1,0,0,1
16,CONTEPEC,10,5,3,18
16,COPANDARO,0,1,1,2
16,COTIJA,0,3,0,3
16,CUITZEO,1,1,16,18
16,ECUANDUREO,0,9,1,10
16,EPITACIO HUERTA,0,3,0,3
16,GABRIEL ZAMORA,13,17,2,32
16,LA HUACANA,1,1,0,2
16,HUETAMO,7,1,0,8
16,HUIRAMBA,0,0,1,1
16,INDAPARAPEO,17,4,3,24
16,IRIMBO,1,1,0,2
16,IXTLAN,0,9,1,10
16,JACONA,7,41,48,96
16,JIMENEZ,0,0,10,10
16,JIQUILPAN,3,6,3,12
16,JOSE SIXTO VERDUZCO,20,5,8,33
16,JUNGAPEO,1,0,0,1
16,LAGUNILLAS,0,0,1,1
16,MADERO,1,5,5,11
16,MARAVATIO,2,17,0,19
16,MARCOS CASTELLANOS,0,6,1,7
16,LAZARO CARDENAS,1,12,6,19
16,MORELIA,15,16,30,61
16,NAHUATZEN,0,0,1,1
16,NOCUPETARO,1,0,0,1
16,NUEVO PARANGARICUTIRO,2,29,2,33
16,NUEVO URECHO,0,3,1,4
16,NUMARAN,8,9,2,19
16,OCAMPO,5,0,1,6
16,PAJACUARAN,1,2,1,4
16,PARACHO,0,3,0,3
16,PARACUARO,2,3,2,7
16,PATZCUARO,0,2,7,9
16,PENJAMILLO,2,1,4,7
16,PERIBAN,5,19,23,47
16,LA PIEDAD,22,37,40,99
16,PUREPERO,0,1,0,1
16,PURUANDIRO,30,15,42,87
16,QUERENDARO,10,5,4,19
16,QUIROGA,13,299,28,340
16,COJUMATLAN DE REGULES,0,5,0,5
16,LOS REYES,24,42,48,114
16,SAHUAYO,0,0,1,1
16,SAN LUCAS,5,0,1,6
16,SANTA ANA MAYA,5,2,5,12
16,SALVADOR ESCALANTE,1,4,4,9
16,SENGUIO,0,1,1,2
16,SUSUPUATO,0,0,1,1
16,TACAMBARO,6,32,16,54
16,TANCITARO,4,32,28,64
16,TANGAMANDAPIO,1,3,4,8
16,TANGANCICUARO,2,35,1,38
16,TANHUATO,1,3,12,16
16,TARETAN,1,2,0,3
16,TARIMBARO,2,8,0,10
16,TEPALCATEPEC,5,3,4,12
16,TINGAMBATO,3,1,2,6
16,TINGüINDIN,3,0,0,3
16,TIQUICHEO DE NICOLAS ROMERO,3,0,0,3
16,TLALPUJAHUA,0,2,0,2
16,TOCUMBO,0,3,0,3
16,TUMBISCATIO,1,0,1,2
16,TUXPAN,0,2,0,2
16,TUZANTLA,2,1,0,3
16,TZINTZUNTZAN,0,1,0,1
16,TZITZIO,2,0,0,2
16,URUAPAN,11,60,121,192
16,VENUSTIANO CARRANZA,1,11,11,23
16,VILLAMAR,0,3,2,5
16,VISTA HERMOSA,17,4,5,26
16,YURECUARO,7,50,46,103
16,ZACAPU,13,7,8,28
16,ZAMORA,17,140,105,262
16,MUGICA,2,7,4,13
16,ZINAPARO,2,1,0,3
16,ZINAPECUARO,18,10,1,29
16,ZITACUARO,2,8,3,13
17,AMACUZAC,0,10,1,11
17,ATLATLAHUCAN,1,1,7,9
17,AXOCHIAPAN,12,2,0,14
17,AYALA,16,20,0,36
17,COATLAN DEL RIO,4,0,0,4
17,CUAUTLA,73,64,26,163
17,CUERNAVACA,7,0,1,8
17,EMILIANO ZAPATA,4,0,0,4
17,HUITZILAC,0,3,0,3
17,JIUTEPEC,1,0,1,2
17,JOJUTLA,2,11,0,13
17,JONACATEPEC,4,5,0,9
17,MAZATEPEC,2,2,1,5
17,MIACATLAN,7,2,0,9
