cve_edo,Municipio,PD1,PD2,PD3,Total
7,TOTOLAPA,5,1,0,6
7,LA TRINITARIA,4,0,1,5
7,TUXTLA GUTIERREZ,37,5,22,64
7,TUXTLA CHICO,1,0,1,2
7,TUZANTAN,3,1,1,5
7,VENUSTIANO CARRANZA,29,16,0,45
7,ANGEL ALBINO CORZO,26,5,4,35
7,VILLAFLORES,407,192,7,606
7,YAJALON,3,11,0,14
7,SAN LUCAS,4,1,0,5
7,ZINACANTAN,1,0,0,1
7,BENEMERITO DE LAS AMERICAS,2,0,0,2
7,MARQUES DE COMILLAS,4,0,0,4
7,VILLA CORZO,87,57,8,152
8,ALDAMA,4,9,40,53
8,ALLENDE,0,3,16,19
8,AQUILES SERDAN,0,0,1,1
8,ASCENSION,21,12,25,58
8,BACHINIVA,4,1,1,6
8,BALLEZA,0,0,2,2
8,BATOPILAS,3,2,0,5
8,BOCOYNA,1,1,1,3
8,BUENAVENTURA,7,91,131,229
8,CAMARGO,6,9,61,76
8,CARICHI,0,0,1,1
8,CASAS GRANDES,0,3,9,12
8,CHIHUAHUA,21,15,101,137
8,COYAME DEL SOTOL,3,2,5,10
8,LA CRUZ,2,0,1,3
8,CUAUHTEMOC,14,134,280,428
8,CUSIHUIRIACHI,0,5,9,14
8,DELICIAS,5,6,110,121
8,DR. BELISARIO DOMINGUEZ,1,0,0,1
8,GALEANA,1,2,12,15
8,SANTA ISABEL,1,0,0,1
8,GRAN MORELOS,0,1,0,1
8,GUACHOCHI,20,16,0,36
8,GUADALUPE,1,1,0,2
8,GUADALUPE Y CALVO,23,11,0,34
8,GUAZAPARES,0,0,1,1
8,GUERRERO,1,1,17,19
8,HIDALGO DEL PARRAL,0,0,47,47
8,JANOS,2,6,19,27
8,JIMENEZ,3,3,44,50
8,JUAREZ,1,0,32,33
8,JULIMES,5,3,15,23
8,MADERA,9,1,2,12
8,MEOQUI,4,8,34,46
8,NAMIQUIPA,7,18,65,90
8,NONOAVA,0,2,1,3
8,NUEVO CASAS GRANDES,0,7,17,24
8,OCAMPO,1,2,0,3
8,OJINAGA,1,16,63,80
8,PRAXEDIS G. GUERRERO,1,0,0,1
8,RIVA PALACIO,2,3,7,12
8,ROSALES,4,8,20,32
8,ROSARIO,0,0,1,1
8,SAN FRANCISCO DE BORJA,1,0,1,2
8,SAN FRANCISCO DE CONCHOS,3,5,5,13
8,SANTA BARBARA,0,1,2,3
8,SATEVO,2,0,6,8
8,SAUCILLO,1,3,32,36
8,EL TULE,0,2,1,3
8,AHUMADA,12,28,63,103
8,CORONADO,0,0,7,7
8,LOPEZ,0,0,14,14
8,MATAMOROS,0,0,4,4
8,VALLE DE ZARAGOZA,0,0,13,13
5,ABASOLO,0,1,0,1
5,ACUÑA,0,1,1,2
5,ALLENDE,0,2,2,4
5,ARTEAGA,2,4,15,21
5,CASTAÑOS,1,0,2,3
5,CUATRO CIENEGAS,0,1,5,6
5,FRANCISCO I. MADERO,5,13,34,52
5,GENERAL CEPEDA,10,3,2,15
5,JIMENEZ,0,0,1,1
5,LAMADRID,0,5,4,9
5,MATAMOROS,9,15,41,65
5,MONCLOVA,0,3,1,4
5,MORELOS,0,1,1,2
5,MUZQUIZ,1,0,1,2
5,NADADORES,0,6,0,6
5,NAVA,0,2,1,3
5,OCAMPO,0,2,0,2
5,PARRAS,3,2,5,10
5,PIEDRAS NEGRAS,0,2,0,2
5,PROGRESO,0,0,1,1
5,RAMOS ARIZPE,0,2,37,39
5,SABINAS,0,1,6,7
5,SALTILLO,3,8,46,57
5,SAN JUAN DE SABINAS,0,2,1,3
5,SAN PEDRO,6,16,78,100
5,TORREON,13,9,186,208
5,VIESCA,1,3,7,11
5,FRONTERA,0,0,1,1
5,ZARAGOZA,0,1,4,5
6,ARMERIA,8,5,5,18
6,COLIMA,19,13,120,152
6,COMALA,2,0,0,2
6,COQUIMATLAN,4,1,0,5
6,CUAUHTEMOC,95,34,10,139
6,IXTLAHUACAN,3,3,0,6
6,MANZANILLO,11,5,14,30
6,MINATITLAN,2,1,1,4
6,TECOMAN,16,29,48,93
6,VILLA DE ALVAREZ,1,1,12,14
9,AZCAPOTZALCO,0,2,9,11
9,MIGUEL HIDALGO,0,1,27,28
9,COYOACAN,0,0,4,4
9,CUAJIMALPA DE MORELOS,1,0,38,39
9,GUSTAVO A. MADERO,0,0,6,6
9,IZTACALCO,0,0,2,2
9,IZTAPALAPA,4,0,70,74
9,CUAUHTEMOC,0,0,9,9
9,LA MAGDALENA CONTRERAS,0,0,1,1
9,MILPA ALTA,0,7,1,8
9,ALVARO OBREGON,0,0,75,75
9,BENITO JUAREZ,0,0,14,14
9,TLALPAN,0,1,8,9
9,XOCHIMILCO,0,8,0,8
10,CANATLAN,10,8,17,35
10,CUENCAME,2,11,15,28
10,DURANGO,37,128,124,289
10,GENERAL SIMON BOLIVAR,3,3,3,9
10,GOMEZ PALACIO,6,10,101,117
10,GUADALUPE VICTORIA,19,93,49,161
10,GUANACEVI,10,4,4,18
10,HIDALGO,0,2,3,5
10,INDE,0,1,10,11
10,LERDO,21,14,34,69
10,MAPIMI,18,10,22,50
10,MEZQUITAL,0,0,1,1
10,NAZAS,2,0,5,7
10,NOMBRE DE DIOS,5,4,10,19
10,OCAMPO,5,1,7,13
10,EL ORO,2,4,3,9
10,PANUCO DE CORONADO,3,4,12,19
10,PEÑON BLANCO,0,1,7,8
10,POANAS,12,17,8,37
10,PUEBLO NUEVO,7,0,0,7
10,RODEO,1,1,0,2
10,SAN BERNARDO,0,1,0,1
10,SAN DIMAS,10,1,1,12
10,SAN JUAN DE GUADALUPE,0,3,0,3
10,SAN JUAN DEL RIO,0,4,0,4
10,SAN LUIS DEL CORDERO,0,0,1,1
10,SAN PEDRO DEL GALLO,0,0,1,1
10,SANTA CLARA,1,0,1,2
10,SANTIAGO PAPASQUIARO,41,0,23,64
10,SUCHIL,0,2,0,2
10,TAMAZULA,6,3,0,9
10,TEPEHUANES,13,3,3,19
10,TLAHUALILO,2,2,16,20
10,TOPIA,2,0,0,2
10,NUEVO IDEAL,7,23,11,41
10,VICENTE GUERRERO,12,3,3,18
11,ABASOLO,23,96,69,188
11,ACAMBARO,26,84,43,153
11,SAN MIGUEL DE ALLENDE,0,20,7,27
11,APASEO EL ALTO,15,11,6,32
11,APASEO EL GRANDE,6,58,197,261
11,MANUEL DOBLADO,19,21,172,212
11,CELAYA,5,70,230,305
11,COMONFORT,7,62,35,104
11,CORTAZAR,7,27,41,75
11,CUERAMARO,2,3,4,9
11,DOLORES HIDALGO,4,15,37,56
11,DOCTOR MORA,3,11,40,54
11,GUANAJUATO,0,1,1,2
11,HUANIMARO,48,31,35,114
11,IRAPUATO,23,54,191,268
11,JARAL DEL PROGRESO,14,17,40,71
11,JERECUARO,0,0,3,3
11,LEON,26,17,175,218
11,MOROLEON,14,7,147,168
11,OCAMPO,0,1,5,6
11,PENJAMO,81,254,321,656
11,PUEBLO NUEVO,0,9,13,22
11,PURISIMA DEL RINCON,12,4,97,113
11,ROMITA,12,11,17,40
11,SAN DIEGO DE LA UNION,1,3,3,7
11,SAN FRANCISCO DEL RINCON,17,2,8,27
11,SAN JOSE ITURBIDE,10,67,117,194
11,SAN LUIS DE LA PAZ,31,140,193,364
11,SALAMANCA,26,89,107,222
11,SALVATIERRA,75,260,242,577
11,SAN FELIPE,41,323,114,478
11,SANTA CATARINA,0,4,3,7
11,SANTIAGO MARAVATIO,8,7,5,20
11,SILAO,14,5,22,41
11,SANTA CRUZ DE JUVENTINO ROSAS,16,172,289,477
11,TARANDACUAO,0,2,11,13
11,TARIMORO,0,4,14,18
11,TIERRA BLANCA,1,5,11,17
11,URIANGATO,17,37,252,306
11,VALLE DE SANTIAGO,39,97,127,263
11,VICTORIA,0,6,0,6
11,VILLAGRAN,12,111,129,252
11,XICHU,0,1,3,4
11,YURIRIA,29,128,217,374
12,ACAPULCO DE JUAREZ,10,0,2,12
12,ARCELIA,2,3,1,6
12,ATOYAC DE ALVAREZ,28,9,1,38
12,AZOYU,2,0,0,2
12,BENITO JUAREZ,0,2,0,2
12,CHILAPA DE ALVAREZ,22,5,1,28
12,CHILPANCINGO DE LOS BRAVO,6,2,4,12
12,COAHUAYUTLA DE JOSE MARIA IZAZAGA,0,0,1,1
12,COCULA,1,0,0,1
12,COPALA,1,0,0,1
12,COPALILLO,1,0,0,1
12,COYUCA DE BENITEZ,0,2,1,3
12,COYUCA DE CATALAN,3,1,2,6
12,CUAJINICUILAPA,2,2,5,9
12,HUAMUXTITLAN,1,0,0,1
12,HUITZUCO DE LOS FIGUEROA,11,1,0,12
12,IGUALA DE LA INDEPENDENCIA,14,12,41,67
12,ZIHUATANEJO DE AZUETA,6,8,12,26
12,MALINALTEPEC,2,0,0,2
12,MARTIR DE CUILAPAN,1,1,0,2
12,OMETEPEC,1,2,0,3
12,PETATLAN,0,4,1,5
12,PILCAYA,0,0,1,1
12,PUNGARABATO,12,5,0,17
12,SAN LUIS ACATLAN,2,0,0,2
12,SAN MARCOS,0,1,0,1
12,SAN MIGUEL TOTOLAPAN,1,0,0,1
12,TAXCO DE ALARCON,11,0,0,11
12,TECPAN DE GALEANA,25,9,0,34
12,TELOLOAPAN,4,1,1,6
12,TEPECOACUILCO DE TRUJANO,3,0,0,3
12,TETIPAC,1,0,0,1
12,TIXTLA DE GUERRERO,2,10,0,12
12,TLALCHAPA,1,3,0,4
12,TLAPA DE COMONFORT,0,0,13,13
12,TLAPEHUALA,0,1,0,1
12,LA UNION DE ISIDORO MONTES DE OCA,1,0,0,1
12,XALPATLAHUAC,1,0,0,1
12,XOCHISTLAHUACA,4,0,0,4
12,ZAPOTITLAN TABLAS,1,0,0,1
12,ZIRANDARO,2,4,0,6
13,ACATLAN,1,5,0,6
13,ACAXOCHITLAN,4,4,3,11
13,ACTOPAN,2,10,5,17
13,AGUA BLANCA DE ITURBIDE,5,4,1,10
13,AJACUBA,1,4,0,5
13,ALFAJAYUCAN,4,1,1,6
13,ALMOLOYA,7,10,7,24
13,APAN,33,76,20,129
13,ATITALAQUIA,1,4,20,25
13,ATLAPEXCO,5,7,0,12
13,CALNALI,4,3,0,7
13,CARDONAL,0,1,0,1
13,CHAPANTONGO,0,1,0,1
13,CHAPULHUACAN,2,0,0,2
13,CHILCUAUTLA,0,1,0,1
13,CUAUTEPEC DE HINOJOSA,7,20,3,30
13,EMILIANO ZAPATA,2,11,2,15
13,EPAZOYUCAN,9,17,0,26
13,FRANCISCO I. MADERO,1,4,2,7
13,HUASCA DE OCAMPO,1,3,2,6
13,HUAUTLA,1,5,0,6
13,HUEHUETLA,0,2,0,2
13,HUEJUTLA DE REYES,13,7,0,20
13,HUICHAPAN,9,11,2,22
13,IXMIQUILPAN,24,38,2,64
13,JALTOCAN,1,1,0,2
13,JUAREZ HIDALGO,1,0,0,1
13,METEPEC,16,4,12,32
13,SAN AGUSTIN METZQUITITLAN,0,2,0,2
13,METZTITLAN,0,4,0,4
13,MINERAL DE LA REFORMA,66,134,2,202
13,MINERAL DEL CHICO,3,0,0,3
13,MINERAL DEL MONTE,2,3,0,5
13,MIXQUIAHUALA DE JUAREZ,6,8,11,25
13,NOPALA DE VILLAGRAN,0,1,1,2
13,OMITLAN DE JUAREZ,0,2,0,2
13,SAN FELIPE ORIZATLAN,0,1,0,1
13,PACHUCA DE SOTO,3,5,20,28
13,PISAFLORES,2,0,0,2
13,PROGRESO DE OBREGON,2,3,4,9
13,SAN AGUSTIN TLAXIACA,6,24,1,31
13,SAN BARTOLO TUTOTEPEC,1,0,0,1
13,SAN SALVADOR,1,2,0,3
13,SANTIAGO DE ANAYA,0,2,0,2
13,SANTIAGO TULANTEPEC DE LUGO GUERRERO,3,9,1,13
13,SINGUILUCAN,8,11,4,23
13,TASQUILLO,0,5,0,5
13,TECOZAUTLA,0,1,4,5
13,TENANGO DE DORIA,8,0,0,8
13,TEPEAPULCO,6,10,1,17
13,TEPEJI DEL RIO DE OCAMPO,25,15,1,41
13,TEZONTEPEC DE ALDAMA,0,0,2,2
13,VILLA DE TEZONTEPEC,0,14,2,16
13,TIANGUISTENGO,1,0,0,1
13,TIZAYUCA,8,4,37,49
13,TLAHUELILPAN,1,0,1,2
13,TLAHUILTEPA,0,1,0,1
13,TLANCHINOL,3,0,1,4
13,TLAXCOAPAN,3,4,3,10
13,TOLCAYUCA,3,2,45,50
13,TULA DE ALLENDE,17,35,0,52
13,TULANCINGO DE BRAVO,6,31,34,71
13,YAHUALICA,1,2,0,3
13,ZACUALTIPAN DE ANGELES,2,2,0,4
13,ZAPOTLAN DE JUAREZ,15,27,0,42
13,ZEMPOALA,4,26,2,32
14,ACATIC,11,4,152,167
14,ACATLAN DE JUAREZ,8,5,1,14
14,AHUALULCO DE MERCADO,74,17,11,102
14,AMATITAN,1,10,8,19
14,AMECA,137,146,180,463
14,SAN JUANITO DE ESCOBEDO,14,0,0,14
14,ARANDAS,7,41,220,268
14,EL ARENAL,3,10,28,41
14,ATEMAJAC DE BRIZUELA,6,1,0,7
14,ATENGO,6,7,3,16
14,ATENGUILLO,7,3,0,10
14,ATOTONILCO EL ALTO,31,39,143,213
14,ATOYAC,0,0,1,1
14,AUTLAN DE NAVARRO,14,2,6,22
14,AYOTLAN,6,33,103,142
14,AYUTLA,6,0,1,7
14,LA BARCA,28,95,84,207
14,CASIMIRO CASTILLO,15,3,9,27
14,CHAPALA,1,6,1,8
14,CHIQUILISTLAN,2,0,0,2
14,CIHUATLAN,3,1,4,8
14,ZAPOTLAN EL GRANDE,0,4,31,35
14,COCULA,19,11,5,35
14,COLOTLAN,0,0,1,1
14,CONCEPCION DE BUENOS AIRES,0,0,1,1
14,CUAUTITLAN DE GARCIA BARRAGAN,3,3,1,7
14,CUQUIO,224,13,1,238
14,DEGOLLADO,1,4,3,8
14,ENCARNACION DE DIAZ,9,44,108,161
14,ETZATLAN,95,36,67,198
14,EL GRULLO,10,1,1,12
14,GUACHINANGO,7,4,0,11
14,GUADALAJARA,2,103,122,227
14,HOSTOTIPAQUILLO,11,0,2,13
14,HUEJUCAR,1,0,0,1
14,HUEJUQUILLA EL ALTO,3,0,3,6
14,LA HUERTA,3,0,0,3
14,IXTLAHUACAN DE LOS MEMBRILLOS,4,11,4,19
14,IXTLAHUACAN DEL RIO,34,11,10,55
14,JALOSTOTITLAN,4,32,24,60
14,JAMAY,7,3,18,28
14,JESUS MARIA,2,1,42,45
14,JILOTLAN DE LOS DOLORES,5,0,0,5
14,JOCOTEPEC,12,7,11,30
14,JUANACATLAN,1,0,7,8
14,LAGOS DE MORENO,12,31,33,76
14,EL LIMON,1,0,0,1
14,MAGDALENA,12,8,24,44
14,MASCOTA,4,8,0,12
14,MEZQUITIC,3,0,0,3
14,OCOTLAN,25,13,20,58
14,OJUELOS DE JALISCO,3,0,1,4
14,PIHUAMO,15,4,0,19
14,PONCITLAN,6,21,44,71
14,PUERTO VALLARTA,0,3,1,4
14,VILLA PURIFICACION,9,2,0,11
14,QUITUPAN,3,1,0,4
14,SAN DIEGO DE ALEJANDRIA,2,0,0,2
14,SAN JUAN DE LOS LAGOS,16,73,95,184
14,GOMEZ FARIAS,3,1,3,7
14,EL SALTO,1,1,21,23
14,SAN JULIAN,3,1,0,4
14,SAN MARCOS,3,9,1,13
14,SAN MARTIN HIDALGO,57,63,26,146
14,SAN MIGUEL EL ALTO,0,9,9,18
14,SAN SEBASTIAN DEL OESTE,3,1,0,4
14,SAYULA,1,8,12,21
14,TALA,26,75,98,199
14,TALPA DE ALLENDE,10,1,0,11
14,TAMAZULA DE GORDIANO,62,24,58,144
14,TAPALPA,9,6,6,21
14,TECALITLAN,5,2,4,11
14,TECOLOTLAN,2,2,0,4
14,TENAMAXTLAN,8,3,0,11
14,TEOCALTICHE,8,10,43,61
14,TEOCUITATLAN DE CORONA,0,2,2,4
14,TEPATITLAN DE MORELOS,5,19,52,76
14,TEQUILA,12,60,79,151
14,TEUCHITLAN,8,7,4,19
14,TLAJOMULCO DE ZUÑIGA,48,46,8,102
14,TLAQUEPAQUE,1,1,3,5
14,TOLIMAN,2,1,0,3
14,TOMATLAN,14,4,6,24
14,TONALA,2,0,1,3
14,TONAYA,1,0,3,4
14,TONILA,44,1,2,47
14,TOTATICHE,1,16,1,18
14,TOTOTLAN,8,13,61,82
14,TUXCACUESCO,1,0,2,3
14,TUXPAN,8,15,82,105
14,UNION DE SAN ANTONIO,18,2,8,28
14,UNION DE TULA,12,1,0,13
14,VALLE DE GUADALUPE,5,13,5,23
14,SAN GABRIEL,3,4,2,9
14,VILLA CORONA,6,4,2,12
14,VILLA GUERRERO,0,1,0,1
14,VILLA HIDALGO,5,0,1,6
14,YAHUALICA DE GONZALEZ GALLO,2,0,0,2
14,ZACOALCO DE TORRES,0,2,2,4
14,ZAPOPAN,3,23,123,149
14,ZAPOTILTIC,39,22,196,257
14,ZAPOTITLAN DE VADILLO,7,1,1,9
14,ZAPOTLAN DEL REY,3,5,8,16
14,ZAPOTLANEJO,10,48,125,183
15,ACAMBAY,1,2,1,4
15,ACOLMAN,0,3,12,15
15,ACULCO,1,2,7,10
15,ALMOLOYA DE ALQUISIRAS,0,1,0,1
15,ALMOLOYA DE JUAREZ,3,24,14,41
15,AMANALCO,0,5,3,8
15,AMECAMECA,0,1,52,53
15,APAXCO,2,1,0,3
15,ATENCO,0,1,0,1
15,ATIZAPAN,0,0,6,6
15,ATLACOMULCO,10,5,5,20
15,ATLAUTLA,0,1,1,2
15,AXAPUSCO,0,2,0,2
15,AYAPANGO,2,1,0,3
15,CALIMAYA,0,0,2,2
15,CAPULHUAC,0,1,1,2
15,CHALCO,0,1,1,2
15,CHAPA DE MOTA,1,2,0,3
15,CHIAUTLA,0,1,0,1
15,CHICONCUAC,0,0,2,2
15,COATEPEC HARINAS,1,4,1,6
15,COYOTEPEC,4,11,0,15
15,CUAUTITLAN IZCALLI,0,1,32,33
15,DONATO GUERRA,0,0,1,1
15,ECATEPEC DE MORELOS,0,1,23,24
15,HUEHUETOCA,4,6,0,10
15,HUEYPOXTLA,1,0,0,1
15,HUIXQUILUCAN,1,0,0,1
15,IXTAPALUCA,0,1,1,2
15,IXTLAHUACA,2,19,7,28
15,XALATLACO,0,2,2,4
15,JILOTEPEC,3,7,4,14
15,JIQUIPILCO,4,9,3,16
15,JOCOTITLAN,3,7,6,16
15,JOQUICINGO,0,0,2,2
15,JUCHITEPEC,0,2,2,4
15,LERMA,0,1,0,1
15,MELCHOR OCAMPO,0,2,0,2
15,METEPEC,0,1,1,2
15,MORELOS,1,1,0,2
15,NAUCALPAN DE JUAREZ,0,0,44,44
15,NEXTLALPAN,0,2,0,2
15,NICOLAS ROMERO,0,2,0,2
15,NOPALTEPEC,1,4,2,7
15,OCOYOACAC,0,0,34,34
15,OCUILAN,0,3,4,7
15,EL ORO,0,1,1,2
15,OTUMBA,0,5,0,5
15,OTZOLOAPAN,0,1,0,1
15,OTZOLOTEPEC,1,4,0,5
15,OZUMBA,0,0,1,1
15,PAPALOTLA,0,0,4,4
15,LA PAZ,0,0,10,10
15,POLOTITLAN,0,1,1,2
15,RAYON,1,0,0,1
15,SAN FELIPE DEL PROGRESO,1,4,3,8
15,SAN MARTIN DE LAS PIRAMIDES,0,2,0,2
15,SAN SIMON DE GUERRERO,0,0,1,1
15,SOYANIQUILPAN DE JUAREZ,1,0,0,1
15,TECAMAC,1,6,4,11
15,TEJUPILCO,2,1,1,4
15,TEMASCALAPA,1,14,0,15
15,TEMASCALCINGO,1,5,0,6
15,TEMASCALTEPEC,0,10,3,13
15,TEMOAYA,2,4,3,9
15,TENANCINGO,16,5,7,28
15,TENANGO DEL AIRE,0,1,5,6
15,TENANGO DEL VALLE,0,1,14,15
15,TEOLOYUCAN,5,6,3,14
15,TEOTIHUACAN,1,3,0,4
15,TEPETLIXPA,0,0,1,1
15,TEQUIXQUIAC,0,0,1,1
15,TEXCALTITLAN,0,1,0,1
15,TEXCOCO,98,5,24,127
15,TIANGUISTENCO,0,2,13,15
15,TIMILPAN,0,2,0,2
15,TLALNEPANTLA DE BAZ,0,0,18,18
15,TLATLAYA,0,1,0,1
15,TOLUCA,1,4,82,87
15,TONATICO,0,1,0,1
15,TULTEPEC,1,0,0,1
15,TULTITLAN,0,7,23,30
15,VALLE DE BRAVO,0,0,1,1
15,VILLA DE ALLENDE,1,4,5,10
15,VILLA DEL CARBON,0,1,2,3
15,VILLA GUERRERO,0,1,7,8
15,VILLA VICTORIA,3,4,1,8
15,XONACATLAN,0,0,1,1
15,ZACUALPAN,0,0,2,2
15,ZINACANTEPEC,0,16,5,21
15,ZUMPAHUACAN,0,1,2,3
15,ZUMPANGO,1,5,5,11
15,LUVIANOS,0,2,1,3
15,SAN JOSE DEL RINCON,0,11,8,19
16,ACUITZIO,2,2,6,10
16,AGUILILLA,0,2,0,2
16,ALVARO OBREGON,9,4,12,25
16,ANGAMACUTIRO,18,8,0,26
16,APATZINGAN,16,26,3,45
16,APORO,0,0,1,1
16,AQUILA,2,0,0,2
16,ARIO,7,34,22,63
16,BRISEÑAS,11,3,5,19
16,BUENAVISTA,26,16,6,48
16,CARACUARO,0,1,0,1
16,CHARAPAN,4,33,10,47
16,CHARO,0,1,0,1
16,CHAVINDA,3,15,3,21
16,CHILCHOTA,1,33,2,36
16,CHUCANDIRO,0,0,2,2
16,CHURINTZIO,4,1,4,9
16,CHURUMUCO,4,2,0,6
16,COAHUAYANA,3,9,0,12
16,COALCOMAN DE VAZQUEZ PALLARES,0,0,1,1
16,COENEO,0,2,5,7
16,CONTEPEC,5,2,2,9
16,COPANDARO,0,2,0,2
16,COTIJA,3,2,1,6
16,CUITZEO,4,2,26,32
16,ECUANDUREO,0,1,5,6
16,EPITACIO HUERTA,0,2,4,6
16,ERONGARICUARO,4,16,8,28
16,GABRIEL ZAMORA,23,16,3,42
16,HIDALGO,1,0,4,5
16,LA HUACANA,0,1,0,1
16,HUANDACAREO,4,2,7,13
16,HUANIQUEO,1,0,1,2
16,HUETAMO,6,5,4,15
16,HUIRAMBA,0,6,1,7
16,INDAPARAPEO,3,13,0,16
16,IRIMBO,1,0,0,1
16,IXTLAN,2,13,14,29
16,JACONA,11,35,77,123
16,JIMENEZ,6,1,15,22
16,JIQUILPAN,2,8,14,24
16,JOSE SIXTO VERDUZCO,32,17,30,79
16,JUAREZ,1,0,0,1
16,MADERO,0,2,4,6
16,MARAVATIO,6,2,3,11
16,MORELIA,13,22,24,59
16,MORELOS,3,0,0,3
16,NAHUATZEN,1,2,0,3
16,NUEVO PARANGARICUTIRO,0,70,2,72
16,NUEVO URECHO,0,1,0,1
16,NUMARAN,8,6,3,17
16,PAJACUARAN,5,77,124,206
16,PANINDICUARO,6,0,0,6
16,PARACHO,1,4,0,5
16,PARACUARO,2,10,2,14
16,PATZCUARO,17,44,39,100
16,PENJAMILLO,7,5,3,15
16,PERIBAN,6,40,50,96
16,LA PIEDAD,34,64,47,145
16,PUREPERO,2,0,0,2
16,PURUANDIRO,28,11,46,85
16,QUERENDARO,4,7,4,15
16,QUIROGA,31,124,143,298
16,COJUMATLAN DE REGULES,2,0,0,2
16,LOS REYES,41,197,215,453
16,SAHUAYO,1,2,3,6
16,SAN LUCAS,0,1,1,2
16,SANTA ANA MAYA,0,3,18,21
16,SALVADOR ESCALANTE,5,24,24,53
16,SUSUPUATO,0,0,1,1
16,TACAMBARO,6,63,26,95
16,TANCITARO,4,34,36,74
16,TANGAMANDAPIO,5,73,30,108
16,TANGANCICUARO,6,67,19,92
16,TANHUATO,1,14,75,90
16,TARETAN,3,2,1,6
16,TARIMBARO,4,1,1,6
16,TEPALCATEPEC,3,10,3,16
16,TINGAMBATO,6,14,11,31
16,TINGüINDIN,1,23,39,63
16,TIQUICHEO DE NICOLAS ROMERO,3,1,1,5
16,TLALPUJAHUA,0,1,0,1
16,TOCUMBO,3,30,18,51
16,TUMBISCATIO,2,1,1,4
16,TURICATO,0,1,1,2
16,TUXPAN,1,1,0,2
16,TUZANTLA,1,1,0,2
16,TZINTZUNTZAN,4,35,22,61
16,TZITZIO,1,0,1,2
16,URUAPAN,20,122,134,276
16,VENUSTIANO CARRANZA,4,24,73,101
