NOMENT,NOMMUN,CLAVE_LOC,NOMLOC,FAMILIA,RAMA1,LENG1,VARIAN1,RAMA2,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO,ESTAMU,FECHA_SOL,SUPERFICIE,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,HECTAREAS
CHIAPAS,CACAHOATAN,070150043,SALVADOR URBINA,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,CACAHOATAN,070150011,BENITO JUAREZ,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,HUIXTLA,070400116,"UNION, LA",Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,CACAHOATAN,070150185,SIN NOMBRE (JUAN DE LEON SANTOS),Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,HUEHUETAN,070370018,"CAIRO, EL",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890294,ZARAGOZA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,CACAHOATAN,070150004,AGUSTIN DE ITURBIDE,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,CACAHOATAN,070150038,"PROGRESO, EL",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030033,CUARTO CANTON,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890187,SANTA RITA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890718,"PATRIA, LA",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030031,SEGUNDO CANTON,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890122,MEXIQUITO,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890457,SHALON,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,CACAHOATAN,070150169,"BOQUILLA, LA",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890252,SAN JUAN CHICHARRAS,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890572,PARCELAS DE MANACAL,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030032,TERCER CANTON,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TUZANTAN,071030095,VILLA HIDALGO,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890569,CHICHARRAS,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890188,SANTA RITA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890114,"MANACAL, EL",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,CACAHOATAN,070150066,RANCHO QUEMADO,Maya,Quiche-mam,mam,mam del Soconusco,,211390,,,,EXPLOR.,0012,109,LA GLORIA,CACAHOTAN,CHIS.,01/03/2000,484,IRVIN MILTON RAMIREZ BLUHM Y SOC.,,,,,,,,,,05/10/2000,05/09/2006,,,VIGENTE,,,489.002145238
CHIAPAS,TAPACHULA,070890090,GUANAJUATO,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030034,ESTACION TUZANTAN,Maya,Kanjobal-chuj,qato'k,tuzanteco,Quiche-mam,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890172,SAN JUAN CHICHARRAS,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030035,VILLA HIDALGO,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890050,BENITO JUAREZ,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890236,"CRUCES, LAS",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,CACAHOATAN,070150131,SAN CRISTOBAL,Maya,Quiche-mam,mam,mam del Soconusco,,211390,,,,EXPLOR.,0012,109,LA GLORIA,CACAHOTAN,CHIS.,01/03/2000,484,IRVIN MILTON RAMIREZ BLUHM Y SOC.,,,,,,,,,,05/10/2000,05/09/2006,,,VIGENTE,,,489.002145238
CHIAPAS,TAPACHULA,070890719,"PATRIA, LA",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030030,PRIMER CANTON,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890071,NUEVO CHESPAL,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890073,"CHICHARRAS, LAS",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890451,VILLAFLOR,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890725,"JOYA, LA",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890049,ARGOVIA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890474,MEXIQUITO,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890706,"REFUGIO, EL",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030047,VEGA DE TEPUZAPA,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890108,MARIO SOUZA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890219,ZARAGOZA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890448,TIRO SEGURO,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890724,"MANGUITO, EL",Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890731,CABA¥AS DE MIRAMAR,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890461,MONTEBELLO,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890120,MEXIQUITO,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,HUIXTLA,070400001,HUIXTLA,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890258,SANTA ROSALIA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TUZANTAN,071030172,"ANGELES, LOS (LA MONTA¥A)",Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TUZANTAN,071030041,VEINTINUEVE DE DICIEMBRE,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TUZANTAN,071030001,TUZANTAN,Maya,Kanjobal-chuj,qato'k,tuzanteco,Quiche-mam,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890460,ZARAGOZA,Maya,Quiche-mam,mam,mam del Soconusco,,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
CHIAPAS,TAPACHULA,070890684,GENOVA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890811,BOJONCITO,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890714,SAN CRISTOBAL,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890086,GENOVA,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
CHIAPAS,TAPACHULA,070890201,TOQUIAN CHIQUITO,Maya,Quiche-mam,mam,mam del Soconusco,,237833,,,,EXPLOR.,227,109,HUIXTLA,MOTOZINTLA,CHIS.,06/28/2010,30820,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.",Au,Ag,Cu,TSP,,,,,,04/29/2011,04/28/2061,,,VIGENTE,,,31130.9209635
