cve_edo,Municipio,PD1,PD2,PD3,Total
7,ACAPETAHUA,2811271.62,40999.99,4889292.32,7741563.93
7,ALTAMIRANO,65333.38,0,0,65333.38
7,AMATAN,46673.58,87804.66,14093.76,148572
7,AMATENANGO DE LA FRONTERA,604999.85,0,0,604999.85
7,ARRIAGA,6115599.02,5952840.38,2213075.45,14281514.85
7,BEJUCAL DE OCAMPO,49500,0,0,49500
7,BELLA VISTA,486225.92,0,0,486225.92
7,BERRIOZABAL,3823060.34,5298739.46,50663.65,9172463.45
7,BOCHIL,8775249.6,154934.98,2937.25,8933121.83
7,EL BOSQUE,1565886.37,0,0,1565886.37
7,CACAHOATAN,572436.52,764499.92,647040.68,1983977.12
7,CATAZAJA,4190464.49,3357693.57,296508,7844666.06
7,CHAMULA,71999.94,0,0,71999.94
7,CHAPULTENANGO,313136.41,129609.01,138029.93,580775.35
7,CHENALHO,10891959.39,0,0,10891959.39
7,CHIAPA DE CORZO,81964908.88,18203658.01,3115768.69,103284335.58
7,CHIAPILLA,1143945,196500,0,1340445
7,CHICOASEN,34999.99,1352583,0,1387582.99
7,CHICOMUSELO,1736595.81,448870.83,638230.87,2823697.51
7,CHILON,6596259.3,394461.03,247478.6,7238198.93
7,CINTALAPA,51454315.52,23793040.36,12148183.41,87395539.29
7,COAPILLA,496200.22,67999.99,0,564200.21
7,COMITAN DE DOMINGUEZ,31431158.75,29772375.59,14001339.2,75204873.54
7,LA CONCORDIA,33732707.96,6868110,25930595.3,66531413.26
7,COPAINALA,13647.77,276910.19,0,290557.96
7,ESCUINTLA,18625184.91,671118.3,1592797.51,20889100.72
7,FRANCISCO LEON,1905067.59,0,0,1905067.59
7,FRONTERA COMALAPA,29452821.98,8567897.26,8765584.88,46786304.12
7,FRONTERA HIDALGO,581397.41,334999.9,0,916397.31
7,LA GRANDEZA,65999.98,0,0,65999.98
7,HUEHUETAN,772149.94,883499.94,3753348.49,5408998.37
7,HUIXTAN,417999.96,0,0,417999.96
7,HUITIUPAN,2113380.57,0,0,2113380.57
7,HUIXTLA,61387029.48,11116182.4,46072735.46,118575947.34
7,LA INDEPENDENCIA,10607972.61,41783.86,0,10649756.47
7,IXHUATAN,2799788.59,134856,0,2934644.59
7,IXTACOMITAN,930224.88,193495.41,89500.8,1213221.09
7,IXTAPA,7469998.78,770979.99,0,8240978.77
7,IXTAPANGAJOYA,22999.98,0,0,22999.98
7,JIQUIPILAS,26591657.76,2167109.41,2522921.37,31281688.54
7,JITOTOL,1630999.99,0,0,1630999.99
7,JUAREZ,7461031.33,10308074,18480960.7,36250066.03
7,LARRAINZAR,500000,0,0,500000
7,LA LIBERTAD,2295900.38,203552.87,300051.22,2799504.47
7,MAPASTEPEC,25161770.74,5883186.67,2011119.9,33056077.31
7,LAS MARGARITAS,15419017.06,635251.11,279999.98,16334268.15
7,MAZATAN,7572149.37,2465534.74,7543029.15,17580713.26
7,METAPA,94000,296999.89,0,390999.89
7,MOTOZINTLA,10408861.21,75601.81,196012,10680475.02
7,NICOLAS RUIZ,2038089.05,0,0,2038089.05
7,OCOSINGO,73396391.69,1368373.35,1403367.07,76168132.11
7,OCOZOCOAUTLA DE ESPINOSA,46507512.74,3346190.05,2181851.22,52035554.01
7,OSTUACAN,1170435.55,489687.96,433414.07,2093537.58
7,OXCHUC,822999.99,0,0,822999.99
7,OSUMACINTA,1008388.23,31000,0,1039388.23
7,PALENQUE,29553374.85,11370355.44,1557314.81,42481045.1
7,PANTELHO,8834.9,0,0,8834.9
7,PANTEPEC,203.01,0,0,203.01
7,PICHUCALCO,1945566.5,1946162.93,4663368.78,8555098.21
7,PIJIJIAPAN,7202431.28,3847357.21,2705074.65,13754863.14
7,EL PORVENIR,202000,0,0,202000
7,VILLA COMALTITLAN,5909949.9,439499.94,5425009.9,11774459.74
7,PUEBLO NUEVO SOLISTAHUACAN,1339109.49,769385.72,0,2108495.21
7,RAYON,351487.19,300000,0,651487.19
7,REFORMA,366338.93,4114379.44,1257702.46,5738420.83
7,LAS ROSAS,1088887.81,28506.42,0,1117394.23
7,SABANILLA,254,0,0,254
7,SALTO DE AGUA,1719175.65,1522216.93,257742.8,3499135.38
7,SAN CRISTOBAL DE LAS CASAS,4781427.64,180579.75,51489769.29,56451776.68
7,SAN FERNANDO,4859649.91,722400,0,5582049.91
7,SILTEPEC,11690199.96,0,0,11690199.96
7,SIMOJOVEL,23637424.99,131047.68,0,23768472.67
7,SOCOLTENANGO,118472325.35,708778.7,120000000,239181104.05
7,SOLOSUCHIAPA,118498.93,170566.1,64093.68,353158.71
7,SOYALO,2315169.95,192067,0,2507236.95
7,SUCHIAPA,10413220.31,3905971.98,526060.52,14845252.81
7,SUCHIATE,864661.32,998232.07,2477238.82,4340132.21
7,SUNUAPA,7418.97,96129.74,97737,201285.71
7,TAPACHULA,59509468.01,17595206.88,466113157.18,543217832.07
7,TAPALAPA,37448.71,0,0,37448.71
7,TAPILULA,2260554.73,560242.08,0,2820796.81
7,TECPATAN,4908491.36,3605170.89,61284.52,8574946.77
7,TENEJAPA,0,47343.6,0,47343.6
7,TEOPISCA,422483.55,526460,0,948943.55
7,TILA,1381311.69,1064305.2,0,2445616.89
7,TONALA,32638443.73,18808834.22,16229763.43,67677041.38
7,TOTOLAPA,1372355.1,402501,0,1774856.1
7,LA TRINITARIA,3950213.18,406770.93,297758,4654742.11
7,TUMBALA,390733.19,55009.11,0,445742.3
7,TUXTLA GUTIERREZ,59083540.48,72115619.02,588450065.39,719649224.89
7,TUXTLA CHICO,271499.97,1226178.72,67308.68,1564987.37
7,TUZANTAN,1383732.03,515999.91,46000,1945731.94
7,TZIMOL,1544003.96,680272.64,0,2224276.6
7,UNION JUAREZ,154293.66,150000,0,304293.66
7,VENUSTIANO CARRANZA,71994695.39,5120099.95,1186960.89,78301756.23
7,ANGEL ALBINO CORZO,33131000.75,4794807.8,2076997.26,40002805.81
7,VILLAFLORES,108268783.41,87382946.49,11803831,207455560.9
7,YAJALON,1604921.39,3426499.99,14058.35,5045479.73
7,SAN LUCAS,908117.63,38000,80134,1026251.63
7,BENEMERITO DE LAS AMERICAS,9818490,0,495248,10313738
7,MARQUES DE COMILLAS,11460300.99,253115.7,813882,12527298.69
7,VILLA CORZO,56802310.61,10563298.33,1387870.59,68753479.53
8,ALDAMA,758746.58,5886.59,13731717.14,14496350.31
8,ALLENDE,0,50000,8076063.88,8126063.88
8,ASCENSION,18985460.29,11371074.38,29272229.28,59628763.95
8,BACHINIVA,0,798709.9,4319481.05,5118190.95
8,BALLEZA,1538875.21,118137.22,1059167.11,2716179.54
8,BATOPILAS,10125537.22,0,0,10125537.22
8,BOCOYNA,2164476.74,0,0,2164476.74
8,BUENAVENTURA,9378482.97,130114718.62,228324433.01,367817634.6
8,CAMARGO,1374350.09,36543689.35,31857062.69,69775102.13
8,CARICHI,2151209.48,0,622562.27,2773771.75
8,CASAS GRANDES,4275.49,726409.16,33101922.18,33832606.83
8,CHIHUAHUA,65222390.52,4186491.92,1060544031.78,1129952914.22
8,COYAME DEL SOTOL,73477.5,127169.09,986829,1187475.59
8,LA CRUZ,813748.04,1062689.96,1263582.26,3140020.26
8,CUAUHTEMOC,54591794.46,1564650164.44,1112479847.61,2731721806.51
8,CUSIHUIRIACHI,1510975.47,1105335.67,5820987.29,8437298.43
8,DELICIAS,5961614.73,75452281.03,322981393.64,404395289.4
8,GALEANA,102000,1691779.9,2857956.69,4651736.59
8,GOMEZ FARIAS,70.77,0,2476608.12,2476678.89
8,GUACHOCHI,32115944.34,2158143.14,1649722.71,35923810.19
8,GUADALUPE,0,0,1065979.07,1065979.07
8,GUADALUPE Y CALVO,6063524.29,282418,2039000,8384942.29
8,GUAZAPARES,343207.18,0,0,343207.18
8,GUERRERO,10667825.64,1062594.35,22914799.08,34645219.07
8,HIDALGO DEL PARRAL,328268.7,3027670.42,77933728.65,81289667.77
8,JANOS,2326898.08,2883562.27,20068030.56,25278490.91
8,JIMENEZ,0,7519892.11,55546539.72,63066431.83
8,JUAREZ,913325.97,4623521.95,1129483029.7,1135019877.62
8,JULIMES,386137.47,3086296.75,7587948.77,11060382.99
8,MADERA,1715480,600000,1503500,3818980
8,MANUEL BENAVIDES,0,0,1078317.45,1078317.45
8,MEOQUI,962851.75,8913980.24,14563064.03,24439896.02
8,NAMIQUIPA,6663470.75,114826931.15,152669787.71,274160189.61
8,NUEVO CASAS GRANDES,387126.87,14604663.24,26314393.92,41306184.03
8,OJINAGA,0,121799221.76,74227656.1,196026877.86
8,PRAXEDIS G. GUERRERO,0,1602243.09,2017845,3620088.09
8,RIVA PALACIO,291659.68,4320982.75,2145438.38,6758080.81
8,ROSALES,418168.65,4684391.26,1651362.75,6753922.66
8,ROSARIO,0,131000,0,131000
8,SAN FRANCISCO DE BORJA,0,0,853247.36,853247.36
8,SAN FRANCISCO DE CONCHOS,224937.06,1451659.49,2640894.67,4317491.22
8,SANTA BARBARA,82000,259442.99,71788.99,413231.98
8,SATEVO,0,125000,757150.23,882150.23
8,SAUCILLO,2229804.02,4812262.03,9776930.8,16818996.85
8,TEMOSACHIC,0,0,135980.08,135980.08
8,EL TULE,0,600000,1197875,1797875
8,URUACHI,929263.7,0,0,929263.7
8,AHUMADA,400380.3,34705651.86,75010075.12,110116107.28
8,CORONADO,0,1158055.02,1699305.99,2857361.01
8,LOPEZ,28350,148774.34,3233769.39,3410893.73
8,MATAMOROS,311078.9,24997.99,1979758.69,2315835.58
8,VALLE DE ZARAGOZA,0,0,7569931.02,7569931.02
5,ABASOLO,0,0,17216.64,17216.64
5,ACUÑA,0,644162.03,386400,1030562.03
5,ARTEAGA,221223.31,697801.22,41705689.15,42624713.68
5,CASTAÑOS,163947.94,0,0,163947.94
5,CUATRO CIENEGAS,0,1638550.93,10851608,12490158.93
5,FRANCISCO I. MADERO,596833,5330702.99,61621437.81,67548973.8
5,GENERAL CEPEDA,1660295.46,6144158.02,5362513.79,13166967.27
5,HIDALGO,0,2118705.93,0,2118705.93
5,JIMENEZ,1026021.56,0,0,1026021.56
5,LAMADRID,0,460617.92,0,460617.92
5,MATAMOROS,6579320.02,33327576.71,159188443.57,199095340.3
5,MONCLOVA,774799.85,4760795.24,6933192.96,12468788.05
5,MUZQUIZ,0,610000,3149614.42,3759614.42
5,NADADORES,0,281514,0,281514
5,NAVA,0,6048000.8,1000000,7048000.8
5,OCAMPO,0,6234852.31,1168416.21,7403268.52
5,PARRAS,5043448.15,3046643.74,3791257.06,11881348.95
5,PROGRESO,0,0,94475.63,94475.63
5,RAMOS ARIZPE,462263.95,455269.53,34275983.39,35193516.87
5,SABINAS,429743.9,9800942.62,3028020.77,13258707.29
5,SALTILLO,5565100.7,54490517.99,80061279.82,140116898.51
5,SAN BUENAVENTURA,0,643899.87,8842860.12,9486759.99
5,SAN JUAN DE SABINAS,0,3236695.38,2011766.67,5248462.05
5,SAN PEDRO,3199155.49,13836809.38,75797989.72,92833954.59
5,TORREON,1229384813.34,16444418.03,1009950570.5,2255779801.87
5,VIESCA,184700,3526535,67487019.34,71198254.34
5,FRONTERA,10031.49,0,22000000,22010031.49
6,ARMERIA,34229765.18,15304569.9,209000,49743335.08
6,COLIMA,22534661.95,72968681.43,133597123.32,229100466.7
6,COMALA,6439782.03,12444037.65,0,18883819.68
6,COQUIMATLAN,5905720.44,7020726.8,3089.36,12929536.6
6,CUAUHTEMOC,61800248.93,30138369.29,13666280.19,105604898.41
6,IXTLAHUACAN,947678.79,214922.91,0,1162601.7
6,MANZANILLO,14509590.15,3285253.2,279825801.35,297620644.7
6,MINATITLAN,230000,652032.2,666949.81,1548982.01
6,TECOMAN,39965575.35,54279097.35,202526883.02,296771555.72
6,VILLA DE ALVAREZ,1502934.63,6154779.18,17253510.16,24911223.97
9,AZCAPOTZALCO,0,0,135251140,135251140
9,MIGUEL HIDALGO,0,10011.14,293149509.2,293159520.34
9,COYOACAN,0,0,124333334,124333334
9,CUAJIMALPA DE MORELOS,20710.76,26140.56,114049512.69,114096364.01
9,GUSTAVO A. MADERO,0,4000000,1935899,5935899
9,IZTACALCO,0,0,657907.09,657907.09
9,IZTAPALAPA,783342,0,295569796.06,296353138.06
9,CUAUHTEMOC,0,0,13000000,13000000
9,MILPA ALTA,0,12342127.82,0,12342127.82
9,ALVARO OBREGON,0,36520.93,178554574.1,178591095.03
9,BENITO JUAREZ,0,0,964433900,964433900
9,TLAHUAC,0,149647.18,0,149647.18
9,TLALPAN,0,623072.55,103281649.62,103904722.17
9,XOCHIMILCO,9550000,8714.23,0,9558714.23
10,CANATLAN,3470827.09,4357626.04,7325415.23,15153868.36
10,CANELAS,5225000,0,1840000,7065000
10,CONETO DE COMONFORT,742736.64,251249,0,993985.64
10,CUENCAME,1528232.94,5172539.86,3763633.76,10464406.56
10,DURANGO,121218328.08,56658810.3,464966787.18,642843925.56
10,GENERAL SIMON BOLIVAR,306555.21,1120018.02,1327732.72,2754305.95
10,GOMEZ PALACIO,11542560.24,28093746.54,447848242.16,487484548.94
10,GUADALUPE VICTORIA,47282144.93,47606166.85,39791528.88,134679840.66
10,GUANACEVI,15079701.28,4447957.77,335000,19862659.05
10,HIDALGO,506757.83,454618.52,1172376.39,2133752.74
10,INDE,226577.66,1621309.21,1410229.24,3258116.11
10,LERDO,25498584.85,9401503.77,39948860.05,74848948.67
10,MAPIMI,1306188.59,6581008.55,32079725.99,39966923.13
10,MEZQUITAL,0,350128.26,1571.98,351700.24
10,NAZAS,5015000,473816,6031308.67,11520124.67
10,NOMBRE DE DIOS,1092942.86,1335978,1768892.59,4197813.45
10,OCAMPO,4443817.04,3077599.34,1356388.92,8877805.3
10,EL ORO,5161328.41,920910.42,316901.73,6399140.56
10,OTAEZ,5382271.38,0,0,5382271.38
10,PANUCO DE CORONADO,795010.84,1681041.95,3768194.14,6244246.93
10,PEÑON BLANCO,448263.1,3706318.21,780771.59,4935352.9
10,POANAS,9417664.07,4759578.29,3434789.67,17612032.03
10,PUEBLO NUEVO,231010.44,77540.71,0,308551.15
10,RODEO,337.79,271891.4,2373476.78,2645705.97
10,SAN DIMAS,7830627.1,803197.53,2611.75,8636436.38
10,SAN JUAN DE GUADALUPE,601814.89,0,710.1,602524.99
10,SAN JUAN DEL RIO,4681710.31,239409.86,347115.78,5268235.95
10,SAN LUIS DEL CORDERO,14900,34571,0,49471
10,SAN PEDRO DEL GALLO,143900,398182,1287038.95,1829120.95
10,SANTA CLARA,135319.6,0,235322.43,370642.03
10,SANTIAGO PAPASQUIARO,113122678.68,5099022.47,19709793.92,137931495.07
10,SUCHIL,11816.39,360011.99,290405.04,662233.42
10,TAMAZULA,9759673.77,818587.19,0,10578260.96
10,TEPEHUANES,4003498.47,4800000,4230000,13033498.47
10,TLAHUALILO,20368.11,2624429.98,9858995.33,12503793.42
10,TOPIA,54588.12,0,0,54588.12
10,NUEVO IDEAL,13137039.17,3721259.76,1350237.35,18208536.28
10,VICENTE GUERRERO,9604127.25,1748183.36,574731.08,11927041.69
11,ABASOLO,102565647.99,107455270.22,59807371.52,269828289.73
11,ACAMBARO,14763754.19,61868326.75,8034605.39,84666686.33
11,SAN MIGUEL DE ALLENDE,0,9556028,2407214.81,11963242.81
11,APASEO EL ALTO,34105428.85,17203653.15,266993.1,51576075.1
11,APASEO EL GRANDE,3109824.55,7236208.33,6697947.72,17043980.6
11,MANUEL DOBLADO,22146622.36,6918872.99,7958753.34,37024248.69
11,CELAYA,70328928.37,73845088.78,696913267.85,841087285
11,COMONFORT,7680314.87,5358709.38,1469008.26,14508032.51
11,CORONEO,6373859.35,4039099.63,0,10412958.98
11,CORTAZAR,9620461.56,8132498.29,65168169.26,82921129.11
11,CUERAMARO,2001558.04,153086.81,783915.1,2938559.95
11,DOLORES HIDALGO,7610738.71,7627807.11,20029096.93,35267642.75
11,DOCTOR MORA,0,0,2000000,2000000
11,GUANAJUATO,100000,367485,429187.41,896672.41
11,HUANIMARO,80457906.13,45307539.05,2691025.58,128456470.76
11,IRAPUATO,51675201.75,92417075.84,651235343.72,795327621.31
11,JARAL DEL PROGRESO,19942804.5,16239674.23,22004471.99,58186950.72
11,JERECUARO,2741264.98,0,349735.48,3091000.46
11,LEON,17955156.48,8824364.37,261728272.03,288507792.88
11,MOROLEON,1976206.92,232190.56,3967281.56,6175679.04
11,OCAMPO,2198766.44,2178399.99,589810.88,4966977.31
11,PENJAMO,155603372.16,153054062.23,935567796.8,1244225231.19
11,PUEBLO NUEVO,3542647.03,19765802.09,17379026.83,40687475.95
11,PURISIMA DEL RINCON,6876892.46,10760745.09,772112785.96,789750423.51
11,ROMITA,14399249.23,11569856.64,5827570.07,31796675.94
11,SAN DIEGO DE LA UNION,0,18709.02,325100.55,343809.57
11,SAN FRANCISCO DEL RINCON,24388810.57,2065999.25,10199818.71,36654628.53
11,SAN JOSE ITURBIDE,11695560.97,5206799.95,11477432.23,28379793.15
11,SAN LUIS DE LA PAZ,52902.48,8920752.6,13393835.22,22367490.3
11,SALAMANCA,58227458.06,78379718.65,267714019.65,404321196.36
11,SALVATIERRA,12183383.41,18241309.28,86746722.61,117171415.3
11,SAN FELIPE,7629189.54,7464731.76,6249736.14,21343657.44
11,SANTIAGO MARAVATIO,2053756.65,341999.98,4443431.98,6839188.61
11,SILAO,3983652.44,3676570.6,38138860.83,45799083.87
11,SANTA CRUZ DE JUVENTINO ROSAS,9526301.21,16136456.45,8008845.64,33671603.3
11,TARANDACUAO,0,648000,639643.41,1287643.41
11,TARIMORO,3435665.62,2827179.9,1923846.5,8186692.02
11,URIANGATO,2037699.33,5382062.72,13325983.8,20745745.85
11,VALLE DE SANTIAGO,97912563.81,96034672.86,150849143.67,344796380.34
11,VICTORIA,0,450000,2536615.29,2986615.29
11,VILLAGRAN,11171422.76,10953940.03,14480118.26,36605481.05
11,XICHU,480950.46,315895.35,0,796845.81
11,YURIRIA,29462117.81,4057729.25,20321850.05,53841697.11
12,ACAPULCO DE JUAREZ,9712992.34,3442616.26,2440949.27,15596557.87
12,AJUCHITLAN DEL PROGRESO,2611345.02,0,0,2611345.02
12,ALCOZAUCA DE GUERRERO,4445.96,0,0,4445.96
12,ALPOYECA,0,0,2500000,2500000
12,APAXTLA,11523.91,900882.63,352213.86,1264620.4
12,ARCELIA,2907088.35,211208.69,561425.74,3679722.78
12,ATENANGO DEL RIO,3400000,0,0,3400000
12,ATLIXTAC,331205.51,416850.99,0,748056.5
12,ATOYAC DE ALVAREZ,73301450,6070004.96,3000000,82371454.96
12,AYUTLA DE LOS LIBRES,430340.5,293371.56,0,723712.06
12,AZOYU,1951193.14,276512.06,0,2227705.2
12,BENITO JUAREZ,0,750380.32,50178.57,800558.89
12,BUENAVISTA DE CUELLAR,0,350000,0,350000
12,CHILAPA DE ALVAREZ,25971333.96,24809556.02,876700,51657589.98
12,CHILPANCINGO DE LOS BRAVO,5318246.59,2087747.48,3350000,10755994.07
12,COAHUAYUTLA DE JOSE MARIA IZAZAGA,7846593.79,1191065.49,0,9037659.28
12,COCULA,316231.27,0,0,316231.27
12,COPALA,378235.85,3961527,0,4339762.85
12,COPALILLO,7403377.65,0,0,7403377.65
12,COPANATOYAC,23154.93,0,0,23154.93
12,COYUCA DE BENITEZ,7363885.9,1658056.54,356939.05,9378881.49
12,COYUCA DE CATALAN,7746868.99,275913.23,10000000,18022782.22
12,CUAJINICUILAPA,7991423.63,7838405.19,7339722.19,23169551.01
12,CUAUTEPEC,0,67092.89,0,67092.89
12,CUTZAMALA DE PINZON,639011.65,0,0,639011.65
12,FLORENCIO VILLARREAL,345792.22,1409858.57,0,1755650.79
12,GENERAL HELIODORO CASTILLO,424083.74,0,0,424083.74
12,HUAMUXTITLAN,586457.74,0,0,586457.74
12,HUITZUCO DE LOS FIGUEROA,5827226.3,4816075.26,110713.34,10754014.9
12,IGUALA DE LA INDEPENDENCIA,9381977.8,2414524.57,126470445.77,138266948.14
12,IGUALAPA,0,0,399999.97,399999.97
12,IXCATEOPAN DE CUAUHTEMOC,4286.34,600000,0,604286.34
12,ZIHUATANEJO DE AZUETA,4511554.36,12880358.6,0,17391912.96
12,JUAN R. ESCUDERO,394999.98,30989.91,0,425989.89
12,LEONARDO BRAVO,109363.99,7823335.94,0,7932699.93
12,MALINALTEPEC,14979697.42,0,0,14979697.42
12,MARTIR DE CUILAPAN,527486.99,346961,0,874447.99
12,METLATONOC,27539.12,0,0,27539.12
12,MOCHITLAN,954.88,36828.96,0,37783.84
12,OMETEPEC,20537551.71,418368.98,0,20955920.69
12,PETATLAN,233120.79,5706235.71,520578,6459934.5
12,PILCAYA,224783.11,16999.99,0,241783.1
12,PUNGARABATO,15174253.73,2502234.51,5194169.11,22870657.35
12,QUECHULTENANGO,143675.7,123955.95,0,267631.65
12,SAN LUIS ACATLAN,10496292.63,733249.62,7810.89,11237353.14
12,SAN MARCOS,4607339.36,244820.63,27799.73,4879959.72
12,SAN MIGUEL TOTOLAPAN,1512.09,0,1350000,1351512.09
12,TAXCO DE ALARCON,13251999.95,4665999.97,0,17917999.92
12,TECOANAPA,0,1074896.64,0,1074896.64
12,TECPAN DE GALEANA,33770827.87,7425072.58,665328.98,41861229.43
12,TELOLOAPAN,5484398.29,1367999.96,0,6852398.25
12,TEPECOACUILCO DE TRUJANO,5303197.49,55000,256596,5614793.49
12,TIXTLA DE GUERRERO,2096398.62,1047125,0,3143523.62
12,TLACOACHISTLAHUACA,22625.86,31555.95,619393.86,673575.67
12,TLACOAPA,468038.8,0,0,468038.8
12,TLALCHAPA,1037571.19,475257.07,0,1512828.26
12,TLAPA DE COMONFORT,957619.73,355667.43,6148758,7462045.16
12,TLAPEHUALA,455001.28,0,0,455001.28
12,LA UNION DE ISIDORO MONTES DE OCA,4418011.5,3943879.8,7000000,15361891.3
12,XOCHIHUEHUETLAN,6422.71,0,0,6422.71
12,XOCHISTLAHUACA,192264.91,37187.93,0,229452.84
12,ZAPOTITLAN TABLAS,338357.84,0,0,338357.84
12,ZIRANDARO,375981,2700410.09,0,3076391.09
12,ZITLALA,143519.99,216863.98,0,360383.97
12,EDUARDO NERI,1052722.28,1172046.84,0,2224769.12
12,MARQUELIA,154300.17,0,0,154300.17
12,JOSE JOAQUIN DE HERRERA,710000,0,0,710000
13,ACATLAN,0,6165132.12,303433,6468565.12
13,ACAXOCHITLAN,1629585.3,3141464.28,0,4771049.58
13,ACTOPAN,1762896.47,1533312.2,2041420.73,5337629.4
13,AGUA BLANCA DE ITURBIDE,6004861.1,4450000,5108000,15562861.1
13,AJACUBA,500000,0,0,500000
13,ALFAJAYUCAN,1890000,19229.79,4366237.96,6275467.75
13,ALMOLOYA,2452570.56,1371371.31,0,3823941.87
13,APAN,46702554.91,36297177.72,6521641.6,89521374.23
13,EL ARENAL,0,45968.53,0,45968.53
13,ATITALAQUIA,550000,0,20870944,21420944
13,ATLAPEXCO,8144406,3394.34,0,8147800.34
13,CALNALI,393966.49,272321.11,0,666287.6
13,CHAPULHUACAN,483674.04,0,0,483674.04
13,CHILCUAUTLA,149999.99,9249.87,0,159249.86
13,CUAUTEPEC DE HINOJOSA,5870248.91,14975200.5,1577332.91,22422782.32
13,ELOXOCHITLAN,0,3499.96,0,3499.96
13,EMILIANO ZAPATA,5055472,1127147.75,3241367.24,9423986.99
13,EPAZOYUCAN,8937949,953187.49,678547,10569683.49
13,FRANCISCO I. MADERO,640000,534740.75,7124.9,1181865.65
13,HUASCA DE OCAMPO,780000,0,4208020.39,4988020.39
13,HUAUTLA,3701459.98,44576.37,0,3746036.35
13,HUAZALINGO,0,12449.47,0,12449.47
13,HUEJUTLA DE REYES,18183360,2061939.39,0,20245299.39
13,HUICHAPAN,4390000,1460000,386400,6236400
13,IXMIQUILPAN,9034345.34,36920028.49,4088424.41,50042798.24
13,JALTOCAN,5735000,62951.9,0,5797951.9
13,LOLOTLA,0,2757.14,0,2757.14
13,METEPEC,5774999.99,2396500,10884653.26,19056153.25
13,SAN AGUSTIN METZQUITITLAN,827834.76,641761.72,0,1469596.48
13,METZTITLAN,17355.36,500000,159768,677123.36
13,MINERAL DE LA REFORMA,49985793.27,7391013.51,4467723.42,61844530.2
13,MINERAL DEL CHICO,1012447.56,0,0,1012447.56
13,MINERAL DEL MONTE,30000,0,0,30000
13,MIXQUIAHUALA DE JUAREZ,5989902.46,1407355.66,5277156,12674414.12
13,MOLANGO DE ESCAMILLA,0,3343.67,0,3343.67
13,NOPALA DE VILLAGRAN,147765.9,33000,511779,692544.9
13,SAN FELIPE ORIZATLAN,445000,728985.16,0,1173985.16
13,PACHUCA DE SOTO,1589323.47,693288.71,11460730.24,13743342.42
13,PISAFLORES,529652.13,0,0,529652.13
13,PROGRESO DE OBREGON,369660.96,200709.6,10000000,10570370.56
13,SAN AGUSTIN TLAXIACA,4747255,115366.01,5908.84,4868529.85
13,SAN SALVADOR,60000,181531.1,376386.26,617917.36
13,SANTIAGO DE ANAYA,76000,177807.99,0,253807.99
13,SANTIAGO TULANTEPEC DE LUGO GUERRERO,1540000,2800241.93,0,4340241.93
13,SINGUILUCAN,3437370.61,4358475.25,1057317.22,8853163.08
13,TASQUILLO,0,1816915.86,900000,2716915.86
13,TECOZAUTLA,0,585132.19,402677.38,987809.57
13,TENANGO DE DORIA,665000,1624.86,0,666624.86
13,TEPEAPULCO,1730251.32,2889242.1,2657776.98,7277270.4
13,TEPEHUACAN DE GUERRERO,0,3593.65,0,3593.65
13,TEPEJI DEL RIO DE OCAMPO,709500,369825.69,38527.85,1117853.54
13,TEPETITLAN,413241.99,3999.98,0,417241.97
